text,label,seed
can I get to Wall Street by taxi until 23: 00?,2,can i get to wall street by 11 : 00 pm with taxi ?
I'll make it to my sister's house for dinner by 6 p.m. if I go by 4: 30 p.m.,2,will i make it to sister 's house by 6 pm for dinner if i leave by 4 : 30 pm
I can now make it to Providence in 10 minutes,2,can i make it to providence in 10 minutes right now
the fog slows down the motorway 5,5,is the fog slowing down freeway 5
Display to the working route,0,display to work route
how far away is Hawaii from the continental USA,1,how far is hawaii from the continental u.s
the bridge is still on the northern lane of Highway 331,5,is the bridge still out on the northbound lane of hwy 331
how much mile between Austin and Dallas,1,how many mile between austin and dallas
Are the roads icy on the ground?,5,are the local roads icy ?
What is the distance between los angeles and honolulu?,1,what is the distance between los angeles and honolulu
Is there a broken power line on Barton Road?,5,is there a downed power line on barton road ?
When do I have to leave my house to get to the medinah country club by 7am?,3,what time do i have to leave home to get to medinah country club by 7 am
Is there a faster route?,0,is there a faster route available
Can I get to London at 5am?,2,can i get to london by 5
Traffic jam on the rt 690,6,is traffic backed up on rt 690
How long do I have to leave my house to get to the doctor's appointment at 2pm on Monday?,3,what time do i need to leave my house to get to my doctor 's appointment on monday at 2 pm ?
When should I go to be at Rachel's until 5pm?,3,when should i leave to be at rachel 's by 5 pm ?
I can come to the party before 6pm if I have picked up john and jose,2,can i get to the party before 6 pm if i picked up john and jose
Where traffic is strongest on the way to work,6,where is traffic heaviest on the way to work
What are the road conditions on the i-10?,5,what are the road conditions on i - 10 ?
How far is Chicago from Milwaukee?,1,how far is chicago to milwaukee
When do I arrive at the mall when I leave my house at 7: 15 a.m.?,2,when will i arrive at the mall if i leave my house at 7 : 15
how is the traffic from los angeles to san francisco,6,what is the traffic like driving from los angeles to san francisco
Will I have time to ride my bike to the family video and be there at 4: 30?,2,will i have time to ride my bike to family video and be there by 4 : 30 ?
the traffic this morning is bad,6,is traffic bad this morning
Can I ride my bike in Fort Collins this morning because of the road conditions?,5,can i drive the bike in fort collins this morning due to the road conditions
Is there a way to get to the hospital without construction?,0,is there a way to get to the hospital without construction ?
How much time should I take to get to the concert until 6 pm?,3,what time should i leave to make it to the concert by 6 pm ?
"if I walk, do I manage up to pv days before noon?",2,"if i walk , can i make it to pv days before noon ?"
Distance between nyc and la,1,distance between nyc and la
Traffic is heavy to the fuselage,6,is the traffic heavy to hull
which way is quicker to mark house,0,which way is faster to marks house
"If I want to be in Dallas, Texas tomorrow at 10 a.m., how much time do I need to leave my house?",3,"if i want to be in dallas , texas by 10 a.m . tomorrow , what time do i need to leave my house ?"
Are there any traffic accidents in my area?,6,are there any traffic accidents in my area
How long is my way home tonight,4,how long is my commute home tonight
It's raining through the way I have to go to work right now,5,is it raining through the route i need to go to work right now
Are there traffic lights today?,6,is there light traffic today
What's the weather like for driving today?,5,what is the weather like for driving today ?
What does my commute home look like?,6,how 's my commute home looking
How long is the journey between Hartford Connect and Charlotte North Carolina?,4,how long is the drive between hartford conneticut and charlotte north carolina
how is the traffic on the i-91 towards Springfield,6,how is the traffic on i - 91 towards springfield
Are there trees on the orange street in Athens?,5,are there any trees down on orange road in athol ?
Will there be any construction work tonight on the way to the Rangers game?,6,will there be any construction on the commute to the rangers game tonight ?
Should I take an alternative route home today?,0,should i take an alternate route home today
how big is the distance between new york and florida,1,what is the distance between new york and florida
What are the road conditions on the i-10?,5,what are the road conditions on i - 10 ?
how far away is Charleston sc from here,1,how far is charleston sc from here
When should I go to work at 8am?,3,when should i leave to get to work at 8 am
When can I expect to arrive in St Louis when I leave at 8am tomorrow?,2,when can i expect to arrive in st . louis if i leave tomorrow at 8 am ?
It's raining through the way I have to go to work right now,5,is it raining through the route i need to go to work right now
how far away is georgia from hawaii,1,how far away is georgia from hawaii
Is there fog on Highway 43 between Greenville and Conetoe this morning?,5,is there any fog on hwy 43 between greenville and conetoe this morning ?
Are the roads near work icy?,5,are the roads near work icy ?
Traffic update now,6,traffic update now
When do I arrive at the mall when I leave my house at 7: 15 a.m.?,2,when will i arrive at the mall if i leave my house at 7 : 15
Is there flooding on the way to Delta Park from my house?,5,is there any flooding on the way to delta park from my house ?
will I come across broken power lines on the way to santa barbara?,6,will i run into downed power lines on the way to santa barbara ?
Where traffic is strongest on the way to work,6,where is traffic heaviest on the way to work
